 DlrZipToPmaId | ZipCd | DealerCd1 | DealerCd2 | DealerCd3 
16391|38365|AL038|TN053|MS038
16439|38475|AL038|TN053|TN052
16313|38221|TN056|TN053|KY020
16318|38226|KY020|TN053|MO044
16316|38224|KY020|TN053|TN056
16340|38261|KY020|TN053|MO044
16341|38271|KY020|TN053|MO044
16342|38281|KY020|TN053|MO044
16336|38257|KY020|TN053|MO044
16329|38241|KY020|TN053|TN056
16220|38045|TN049|TN053|TN030
16560|38683|MS038|TN053|TN049
16554|38674|MS038|TN053|MS032
15788|37096|TN052|TN053|AL038
15789|37097|TN052|TN053|TN046
15807|37134|TN056|TN053|TN052
17792|42085|KY020|TN053|MO044
17780|42063|KY020|TN053|TN056
17788|42079|KY020|TN053|TN056
17765|42041|KY020|TN053|MO044
27586|63851|AR014|TN053|TN049
27569|63826|AR014|TN053|TN049
27570|63827|AR014|TN053|MO044
17709|41777|KY029|TN054|TN032
17702|41764|KY029|TN054|TN032
17707|41775|KY029|TN054|KY017
17434|40982|KY034|TN054|TN057
16002|37616|TN035|TN054|TN032
16139|37870|TN057|TN054|TN033
16140|37871|TN057|TN054|TN029
16137|37868|TN029|TN054|TN057
16132|37863|TN029|TN054|TN057
16135|37866|TN057|TN054|TN033
16124|37851|TN057|TN054|TN033
16047|37715|TN057|TN054|TN033
16059|37730|TN057|TN054|TN033
16067|37744|TN035|TN054|NC060
16068|37745|TN035|TN054|TN032
16064|37738|TN029|TN054|TN057
16090|37779|TN057|TN054|TN033
16095|37806|TN057|TN054|TN033
16096|37807|TN057|TN054|TN033
17389|40844|KY029|TN054|KY017
17382|40827|KY029|TN054|KY034
17375|40816|KY029|TN054|TN032
17368|40803|KY029|TN054|KY034
17371|40808|KY029|TN054|TN032
17400|40868|KY029|TN054|KY017
17401|40870|KY029|TN054|TN032
17409|40915|KY034|TN054|TN057
17410|40921|KY034|TN054|TN057
17411|40923|KY034|TN054|KY017
17405|40903|KY034|TN054|TN057
17406|40906|KY034|TN054|TN057
17417|40940|TN057|TN054|KY034
17415|40935|KY034|TN054|TN057
17424|40953|KY034|TN054|KY017
17422|40949|KY034|TN054|TN057
17419|40943|KY034|TN054|KY017
15882|37242|TN048|TN055|TN046
15883|37243|TN048|TN055|TN046
15884|37244|TN048|TN055|TN046
15885|37246|TN048|TN055|TN046
15878|37236|TN048|TN055|TN046
15879|37238|TN048|TN055|TN046
15876|37234|TN048|TN055|TN046
15773|37076|TN048|TN055|TN045
15782|37087|TN045|TN055|TN048
15783|37088|TN045|TN055|TN048
15749|37050|TN056|TN055|TN046
15750|37051|TN056|TN055|TN046
15751|37052|TN056|TN055|TN046
15771|37074|TN045|TN055|TN048
15733|37031|TN045|TN055|TN048
15734|37032|TN056|TN055|TN048
15737|37035|TN056|TN055|TN046
15740|37040|TN056|TN055|TN046
15741|37041|TN056|TN055|TN046
15742|37042|TN056|TN055|TN046
15743|37043|TN056|TN055|TN046
15744|37044|TN056|TN055|TN046
15855|37208|TN048|TN055|TN046
15847|37191|TN056|TN055|TN046
15848|37201|TN048|TN055|TN046
15849|37202|TN048|TN055|TN046
15850|37203|TN048|TN055|TN046
15866|37219|TN048|TN055|TN046
15860|37213|TN048|TN055|TN046
15857|37210|TN048|TN055|TN046
15874|37230|TN048|TN055|TN046
15870|37224|TN048|TN055|TN046
15831|37171|TN056|TN055|TN046
15818|37146|TN056|TN055|TN048
15814|37142|TN056|TN055|TN046
15798|37121|TN045|TN055|TN048
15799|37122|TN045|TN055|TN048
15776|37079|TN056|TN055|TN046
15714|37010|TN056|TN055|TN048
17796|42101|KY009|TN055|TN045
17797|42102|KY009|TN055|TN045
17798|42103|KY009|TN055|TN045
17799|42104|KY009|TN055|TN045
17805|42128|KY009|TN055|TN045
17801|42122|KY009|TN055|TN045
17810|42134|KY009|TN055|TN045
17811|42135|KY009|TN055|TN045
17845|42234|TN056|TN055|KY009
17843|42223|TN056|TN055|TN046
17830|42202|TN056|TN055|KY009
17831|42204|TN056|TN055|KY009
17832|42206|KY009|TN055|TN056
17827|42170|KY009|TN055|TN056
17854|42262|TN056|TN055|KY009
17856|42266|TN056|TN055|KY009
17850|42254|TN056|TN055|KY020
17858|42274|KY009|TN055|TN056
17863|42286|TN056|TN055|KY009
17860|42276|KY009|TN056|TN055
17851|42256|KY009|TN056|KY021
17884|42339|KY009|TN056|KY021
17785|42071|KY020|TN056|TN053
17774|42054|KY020|TN056|MO044
17775|42055|KY020|TN056|IL026
17752|42025|KY020|TN056|IL026
17747|42020|KY020|TN056|TN053
17760|42036|KY020|TN056|IL026
17766|42044|KY020|TN056|IL026
17767|42045|KY020|TN056|IL026
17769|42048|KY020|TN056|IL026
17770|42049|KY020|TN056|TN053
17764|42040|KY020|TN056|TN053
17762|42038|KY020|TN056|IL026
17927|42445|KY020|TN056|KY021
17916|42411|KY020|TN056|IL026
17923|42440|KY021|TN056|IN055
17886|42344|KY021|TN056|KY009
17887|42345|KY021|TN056|KY009
15719|37015|TN055|TN056|TN046
15832|37172|TN055|TN056|TN048
15843|37187|TN046|TN056|TN048
15752|37055|TN046|TN056|TN052
15775|37078|TN052|TN056|TN046
16325|38236|TN053|TN056|KY020
16331|38251|KY020|TN056|TN053
16354|38317|TN053|TN056|TN052
16355|38318|TN053|TN056|TN052
16356|38320|TN053|TN056|TN052
16376|38344|TN053|TN056|KY020
16358|38324|TN053|TN056|TN052
16374|38342|TN053|TN056|KY020
16408|38387|TN053|TN056|TN052
16411|38390|TN053|TN056|TN052
17425|40955|TN054|TN057|KY034
17426|40958|TN054|TN057|KY034
17398|40863|TN054|TN057|TN035
17402|40873|TN054|TN057|TN035
17395|40856|TN054|TN057|TN033
17373|40813|TN054|TN057|KY034
17363|40759|KY034|TN057|TN054
17364|40763|KY034|TN057|TN054
17365|40769|KY034|TN057|TN033
17366|40771|KY034|TN057|KY017
17390|40845|TN054|TN057|KY034
17377|40819|TN054|TN057|KY034
17352|40730|KY034|TN057|TN033
16089|37778|TN054|TN057|TN029
16076|37760|TN054|TN057|TN029
16079|37764|TN054|TN057|TN029
16083|37770|TN033|TN057|TN029
16086|37773|TN054|TN057|TN033
16100|37813|TN054|TN057|TN029
16101|37814|TN054|TN057|TN029
16102|37815|TN054|TN057|TN029
16103|37816|TN054|TN057|TN029
16109|37824|TN054|TN057|TN033
16110|37825|TN054|TN057|TN033
16113|37829|TN033|TN057|TN029
16114|37830|TN033|TN057|TN029
16115|37831|TN033|TN057|TN029
16116|37840|TN033|TN057|TN029
16117|37841|KY034|TN057|TN033
16119|37845|TN033|TN057|TN029
16106|37820|TN054|TN057|TN029
16073|37755|KY034|TN057|TN033
16069|37748|TN033|TN057|TN029
16070|37752|TN054|TN057|TN033
16050|37719|TN033|TN057|TN029
16054|37724|TN054|TN057|TN033
16055|37725|TN054|TN057|TN029
16040|37707|TN054|TN057|TN033
16041|37708|TN054|TN057|TN029
16042|37709|TN054|TN057|TN033
16122|37848|TN054|TN057|TN033
16130|37861|TN054|TN057|TN033
16131|37862|TN029|TN057|TN054
16136|37867|TN054|TN057|TN033
16134|37865|TN029|TN057|TN033
16145|37877|TN054|TN057|TN029
16141|37872|TN033|TN057|TN047
16153|37887|TN033|TN057|TN029
16154|37888|TN054|TN057|TN033
16155|37890|TN054|TN057|TN029
16147|37879|TN054|TN057|TN033
16149|37881|TN054|TN057|TN033
16182|37939|TN033|TN057|TN029
16183|37940|TN029|TN057|TN033
16184|37950|TN033|TN057|TN029
16185|37995|TN033|TN057|TN029
16188|37998|TN029|TN057|TN033
16171|37923|TN033|TN057|TN029
16157|37892|KY034|TN057|TN033
16160|37909|TN033|TN057|TN029
16176|37930|TN033|TN057|TN029
16177|37931|TN033|TN057|TN029
16178|37932|TN033|TN057|TN029
16167|37919|TN033|TN057|TN029
16168|37920|TN029|TN057|TN033
17964|42634|KY034|TN057|KY017
17965|42635|KY034|TN057|TN033
17966|42638|KY034|TN057|TN033
17962|42631|KY034|TN057|TN033
17968|42647|KY034|TN057|TN033
17969|42649|KY034|TN057|TN033
17970|42653|KY034|TN057|TN033
17436|40988|TN054|TN057|KY034
17429|40965|TN054|TN057|TN033
17431|40977|TN054|TN057|KY034
9820|24281|TN054|TN057|TN035
9803|24248|TN054|TN057|TN033
33981|78829|TX087|TX016|TX127
34001|78870|TX190|TX016|TX127
34008|78881|TX190|TX016|TX127
34012|78886|TX087|TX016|TX127
33495|78002|TX087|TX016|TX127
33500|78007|TX087|TX016|TX077
33501|78008|TX087|TX016|TX077
33498|78005|TX087|TX016|TX127
33504|78011|TX087|TX016|TX127
33505|78012|TX087|TX016|TX077
33509|78016|TX087|TX016|TX127
33510|78017|TX087|TX016|TX127
33512|78021|TX087|TX016|TX127
33514|78023|TX127|TX016|TX190
33517|78026|TX087|TX016|TX127
33529|78050|TX087|TX016|TX077
33530|78052|TX087|TX016|TX127
33531|78054|TX087|TX016|TX127
33534|78057|TX087|TX016|TX127
33536|78059|TX087|TX016|TX127
33541|78064|TX087|TX016|TX077
33542|78065|TX087|TX016|TX127
33538|78061|TX087|TX016|TX127
33545|78069|TX087|TX016|TX127
33548|78072|TX087|TX016|TX077
33549|78073|TX087|TX016|TX127
33551|78075|TX087|TX016|TX077
33558|78109|TX077|TX016|TX087
33560|78112|TX087|TX016|TX077
33600|78202|TX087|TX016|TX077
33601|78203|TX087|TX016|TX077
33602|78204|TX087|TX016|TX127
33603|78205|TX087|TX016|TX127
33604|78206|TX087|TX016|TX127
33605|78207|TX087|TX016|TX127
33607|78209|TX077|TX016|TX127
33608|78210|TX087|TX016|TX077
33609|78211|TX087|TX016|TX127
33612|78214|TX087|TX016|TX077
33615|78217|TX077|TX016|TX127
33616|78218|TX077|TX016|TX127
33621|78223|TX087|TX016|TX077
33622|78224|TX087|TX016|TX127
33623|78225|TX087|TX016|TX127
33624|78226|TX087|TX016|TX127
33619|78221|TX087|TX016|TX127
33628|78230|TX127|TX016|TX077
33629|78231|TX127|TX016|TX077
33631|78233|TX077|TX016|TX127
33632|78234|TX077|TX016|TX087
33633|78235|TX087|TX016|TX077
33634|78236|TX087|TX016|TX127
33640|78242|TX087|TX016|TX127
33641|78243|TX087|TX016|TX127
33642|78244|TX077|TX016|TX087
33646|78248|TX127|TX016|TX077
33647|78249|TX127|TX016|TX190
33637|78239|TX077|TX016|TX127
33638|78240|TX127|TX016|TX087
33650|78252|TX087|TX016|TX127
33654|78256|TX127|TX016|TX190
33655|78257|TX127|TX016|TX190
33669|78280|TX127|TX016|TX077
33670|78283|TX087|TX016|TX127
33671|78284|TX077|TX016|TX127
33672|78285|TX077|TX016|TX127
33673|78288|TX127|TX016|TX087
33674|78289|TX077|TX016|TX127
33675|78291|TX087|TX016|TX127
33676|78292|TX087|TX016|TX127
33677|78293|TX087|TX016|TX127
33678|78294|TX087|TX016|TX127
33679|78295|TX087|TX016|TX127
33680|78296|TX087|TX016|TX127
33681|78297|TX087|TX016|TX127
33682|78298|TX087|TX016|TX127
33683|78299|TX087|TX016|TX127
33652|78254|TX127|TX016|TX190
33661|78264|TX087|TX016|TX077
33662|78265|TX077|TX016|TX127
33665|78269|TX127|TX016|TX190
33667|78278|TX127|TX016|TX077
32230|75454|TX132|TX040|TX198
32156|75355|TX189|TX040|TX208
32174|75382|TX189|TX040|TX208
32175|75389|TX189|TX040|TX174
31933|75001|TX174|TX040|TX208
31934|75002|TX132|TX040|TX183
31935|75006|TX174|TX040|TX208
31936|75007|TX174|TX040|TX208
31937|75009|TX132|TX040|TX063
31938|75010|TX174|TX040|TX208
31939|75011|TX174|TX040|TX208
31940|75013|TX132|TX040|TX174
31960|75035|TX132|TX040|TX174
31961|75036|TX063|TX040|TX174
31964|75040|TX189|TX040|TX183
31965|75041|TX189|TX040|TX183
31966|75042|TX189|TX040|TX183
31970|75046|TX189|TX040|TX183
31971|75047|TX189|TX040|TX183
31979|75056|TX174|TX040|TX063
31991|75069|TX132|TX040|TX183
31992|75070|TX132|TX040|TX174
31993|75071|TX132|TX040|TX174
31994|75072|TX132|TX040|TX174
31999|75078|TX132|TX040|TX063
32095|75218|TX189|TX040|TX208
32105|75228|TX189|TX040|TX208
32108|75231|TX189|TX040|TX208
32115|75238|TX189|TX040|TX208
32120|75244|TX174|TX040|TX208
31989|75067|TX174|TX063|TX040
31980|75057|TX174|TX063|TX040
31953|75027|TX174|TX063|TX208
31954|75028|TX174|TX063|TX208
31955|75029|TX174|TX063|TX040
32649|76262|TX181|TX063|TX174
32650|76263|TX141|TX063|TX181
32644|76253|TX141|TX063|OK027
32640|76249|TX141|TX063|TX174
32637|76246|TX141|TX063|TX181
32624|76225|TX141|TX063|TX136
32629|76233|TX198|TX063|TX132
32630|76234|TX141|TX063|TX136
32631|76238|TX141|TX063|TX198
32632|76239|TX141|TX063|OK027
32633|76240|TX198|TX063|OK027
32634|76241|TX198|TX063|TX141
32654|76267|TX141|TX063|TX181
32656|76270|TX141|TX063|TX136
32657|76271|TX198|TX063|TX132
32658|76272|TX141|TX063|TX198
33618|78220|TX087|TX077|TX016
33660|78263|TX087|TX077|TX016
33658|78260|TX127|TX077|TX190
33656|78258|TX127|TX077|TX016
33630|78232|TX127|TX077|TX016
33620|78222|TX087|TX077|TX016
33591|78155|TX201|TX077|TX200
33592|78156|TX201|TX077|TX200
33561|78113|TX087|TX077|TX016
33562|78114|TX087|TX077|TX016
33564|78116|TX201|TX077|TX087
33565|78117|TX087|TX077|TX201
33566|78118|TX087|TX077|TX117
33553|78101|TX087|TX077|TX016
33573|78130|TX201|TX077|TX200
33574|78131|TX201|TX077|TX200
33575|78132|TX201|TX077|TX200
33576|78133|TX201|TX077|TX200
33570|78123|TX201|TX077|TX200
33571|78124|TX201|TX077|TX016
33578|78140|TX201|TX077|TX087
33581|78143|TX201|TX077|TX087
33582|78144|TX087|TX077|TX201
33585|78147|TX087|TX077|TX016
33539|78062|TX087|TX077|TX016
33547|78071|TX087|TX081|TX016
33537|78060|TX087|TX081|TX117
33489|77990|TX117|TX081|TX116
33479|77977|TX117|TX081|TX155
33483|77983|TX117|TX081|TX116
33580|78142|TX117|TX081|TX087
33554|78102|TX117|TX081|TX087
33555|78104|TX117|TX081|TX087
33556|78107|TX117|TX081|TX087
33596|78162|TX117|TX081|TX087
33456|77901|TX117|TX081|TX155
33457|77902|TX117|TX081|TX155
33458|77903|TX117|TX081|TX155
33459|77904|TX117|TX081|TX155
33460|77905|TX117|TX081|TX201
33461|77950|TX117|TX081|TX116
33462|77951|TX117|TX081|TX155
33465|77960|TX117|TX081|TX201
33468|77963|TX117|TX081|TX201
33475|77973|TX117|TX081|TX116
33692|78341|TX193|TX081|TX167
33703|78357|TX193|TX081|TX087
33695|78344|TX193|TX081|TX167
33719|78376|TX193|TX081|TX167
33720|78377|TX117|TX081|TX087
33440|77864|TX180|TX086|TX153
33446|77871|TX180|TX086|TX153
33447|77872|TX180|TX086|TX153
33449|77875|TX180|TX086|TX153
33416|77830|TX180|TX086|TX153
33417|77831|TX180|TX086|TX153
32405|75833|TX180|TX086|TX187
32417|75850|TX180|TX086|TX187
32418|75851|TX187|TX086|TX108
32419|75852|TX180|TX086|TX187
33144|77326|TX207|TX086|TX111
33145|77327|TX111|TX086|TX104
33166|77350|TX187|TX086|TX207
33170|77355|TX195|TX086|TX104
33176|77362|TX104|TX086|TX195
33182|77369|TX207|TX086|TX111
33184|77372|TX111|TX086|TX104
33192|77380|TX104|TX086|TX111
33193|77381|TX104|TX086|TX111
33197|77385|TX104|TX086|TX111
33199|77387|TX104|TX086|TX111
33201|77389|TX104|TX086|TX195
33203|77393|TX104|TX086|TX111
33584|78146|TX117|TX087|TX081
33610|78212|TX016|TX087|TX127
33606|78208|TX016|TX087|TX077
33635|78237|TX016|TX087|TX127
33625|78227|TX016|TX087|TX127
33617|78219|TX077|TX087|TX016
33613|78215|TX016|TX087|TX127
33567|78119|TX117|TX087|TX077
33588|78151|TX117|TX087|TX077
33572|78125|TX117|TX087|TX081
33513|78022|TX081|TX087|TX117
33511|78019|TX193|TX087|TX016
33507|78014|TX193|TX087|TX016
33502|78009|TX016|TX087|TX127
33521|78039|TX016|TX087|TX127
33639|78241|TX016|TX087|TX127
33643|78245|TX016|TX087|TX127
34003|78872|TX125|TX087|TX016
33982|78830|TX193|TX087|TX016
33986|78836|TX193|TX087|TX016
34100|79082|NM020|TX090|TX152
34063|79031|NM020|TX090|TX152
34069|79039|TX152|TX090|NM020
34079|79053|NM020|TX090|TX152
34106|79088|TX152|TX090|NM020
34110|79094|TX152|TX090|NM020
34147|79226|TX152|TX090|NM020
34152|79233|TX152|TX090|OK019
34155|79236|TX098|TX090|TX194
34156|79237|TX152|TX090|OK019
34157|79239|TX152|TX090|OK019
34158|79240|TX152|TX090|OK019
34168|79255|TX152|TX090|NM020
34162|79245|TX152|TX090|OK019
34177|79314|NM020|TX090|NM014
34170|79257|TX152|TX090|NM020
34172|79259|TX152|TX090|OK019
34173|79261|TX152|TX090|NM020
34249|79502|TX098|TX090|TX194
34211|79371|NM020|TX090|TX152
34258|79516|TX098|TX090|TX179
34267|79528|TX098|TX090|TX179
34204|79360|TX105|TX090|NM014
34195|79347|NM020|TX090|TX152
34192|79344|NM020|TX090|NM014
34181|79324|NM020|TX090|TX152
34182|79325|NM020|TX090|TX152
34363|79783|TX105|TX090|TX179
34337|79745|TX105|TX090|NM014
34338|79748|TX105|TX090|TX179
34339|79749|TX105|TX090|TX179
34344|79758|TX105|TX090|TX179
34345|79759|TX105|TX090|TX179
34286|79549|TX098|TX090|TX179
34287|79550|TX098|TX090|TX179
34319|79713|TX105|TX090|TX179
34320|79714|TX105|TX090|TX179
34333|79741|TX105|TX090|TX179
34314|79707|TX105|TX090|TX179
36799|88113|NM020|TX090|NM014
36808|88123|NM020|TX090|NM014
36795|88101|NM020|TX090|TX152
36796|88102|NM020|TX090|TX152
36797|88103|NM020|TX090|NM014
36839|88260|NM014|TX090|TX105
36840|88262|NM014|TX090|NM020
36827|88231|TX105|TX090|NM014
36816|88135|NM020|TX090|TX152
36813|88132|NM020|TX090|NM014
36829|88240|TX105|TX090|NM014
36830|88241|TX105|TX090|NM014
36831|88242|TX105|TX090|NM014
36832|88244|TX105|TX090|NM014
33966|78765|TX171|TX095|TX200
33967|78766|TX171|TX095|TX200
33968|78767|TX171|TX095|TX200
33969|78768|TX171|TX095|TX200
33955|78754|TX171|TX095|TX200
33956|78755|TX171|TX095|TX200
33957|78756|TX171|TX095|TX200
33958|78757|TX171|TX095|TX200
33962|78761|TX171|TX095|TX200
33963|78762|TX171|TX095|TX200
33964|78763|TX171|TX095|TX200
33971|78773|TX171|TX095|TX200
33972|78774|TX171|TX095|TX200
33973|78778|TX171|TX095|TX200
33974|78779|TX171|TX095|TX200
33975|78783|TX171|TX095|TX200
33976|78799|TX171|TX095|TX200
33833|78605|TX197|TX095|TX171
33835|78607|TX197|TX095|TX171
33836|78608|TX197|TX095|TX171
33874|78650|TX171|TX095|TX200
33883|78659|TX171|TX095|TX153
33887|78663|TX171|TX095|TX200
33892|78669|TX171|TX095|TX200
33895|78672|TX197|TX095|TX171
33906|78701|TX171|TX095|TX200
33907|78702|TX171|TX095|TX200
33908|78703|TX171|TX095|TX200
33909|78704|TX171|TX095|TX200
33910|78705|TX171|TX095|TX200
33913|78710|TX171|TX095|TX200
33914|78711|TX171|TX095|TX200
33915|78712|TX171|TX095|TX200
33916|78713|TX171|TX095|TX200
33917|78714|TX171|TX095|TX200
33919|78716|TX171|TX095|TX200
33924|78721|TX171|TX095|TX200
33925|78722|TX171|TX095|TX200
33926|78723|TX171|TX095|TX200
33927|78724|TX171|TX095|TX200
33928|78725|TX171|TX095|TX200
33933|78730|TX171|TX095|TX200
33934|78731|TX171|TX095|TX200
33935|78732|TX171|TX095|TX200
33936|78733|TX171|TX095|TX200
33937|78734|TX171|TX095|TX200
33921|78718|TX171|TX095|TX200
33943|78741|TX171|TX095|TX200
33944|78742|TX171|TX095|TX200
33947|78746|TX171|TX095|TX200
33941|78738|TX171|TX095|TX200
33952|78751|TX171|TX095|TX200
33953|78752|TX171|TX095|TX200
32750|76511|TX197|TX095|TX171
32755|76522|TX197|TX095|TX206
32752|76518|TX197|TX095|TX206
32760|76527|TX197|TX095|TX171
32768|76539|TX197|TX095|TX206
32769|76540|TX197|TX095|TX206
32770|76541|TX197|TX095|TX206
32771|76542|TX197|TX095|TX206
32772|76543|TX197|TX095|TX206
32773|76544|TX197|TX095|TX206
32774|76547|TX197|TX095|TX206
32775|76548|TX197|TX095|TX206
32776|76549|TX197|TX095|TX206
32777|76550|TX197|TX095|TX171
32778|76554|TX197|TX095|TX206
32765|76534|TX197|TX095|TX206
32782|76559|TX197|TX095|TX206
32790|76571|TX197|TX095|TX206
32791|76573|TX197|TX095|TX171
32879|76820|TX190|TX095|TX197
32882|76824|TX197|TX095|TX171
32893|76844|TX197|TX095|TX206
32886|76831|TX190|TX095|TX197
32887|76832|TX197|TX095|TX171
32898|76853|TX197|TX095|TX206
32910|76869|TX197|TX095|TX190
32917|76877|TX197|TX095|TX171
32923|76885|TX197|TX095|TX190
32924|76886|TX179|TX098|TX105
32947|76945|TX179|TX098|TX105
32948|76949|TX179|TX098|TX105
32942|76937|TX179|TX098|TX105
32943|76939|TX179|TX098|TX105
32944|76940|TX179|TX098|TX105
32945|76941|TX179|TX098|TX105
32938|76933|TX179|TX098|TX105
32939|76934|TX179|TX098|TX105
32940|76935|TX179|TX098|TX105
32926|76888|TX179|TX098|TX197
32927|76890|TX197|TX098|TX191
32928|76901|TX179|TX098|TX105
32929|76902|TX179|TX098|TX105
32930|76903|TX179|TX098|TX105
32931|76904|TX179|TX098|TX105
32932|76905|TX179|TX098|TX105
32933|76906|TX179|TX098|TX105
32934|76908|TX179|TX098|TX105
32935|76909|TX179|TX098|TX105
32951|76953|TX179|TX098|TX105
32952|76955|TX179|TX098|TX105
32953|76957|TX179|TX098|TX105
32954|76958|TX179|TX098|TX105
32908|76865|TX179|TX098|TX105
32909|76866|TX179|TX098|TX197
32913|76872|TX179|TX098|TX197
32914|76873|TX179|TX098|TX197
32916|76875|TX179|TX098|TX105
32900|76855|TX179|TX098|TX105
32903|76858|TX179|TX098|TX197
32905|76861|TX179|TX098|TX105
32906|76862|TX179|TX098|TX197
32897|76852|TX179|TX098|TX197
32894|76845|TX179|TX098|TX197
32883|76825|TX179|TX098|TX197
32889|76836|TX179|TX098|TX197
32890|76837|TX179|TX098|TX190
32880|76821|TX179|TX098|TX105
32674|76363|TX194|TX098|OK019
32687|76380|TX194|TX098|OK019
32716|76454|TX191|TX098|TX136
34259|79517|TX090|TX098|TX105
34260|79518|TX090|TX098|TX179
34252|79505|TX194|TX098|OK019
34210|79370|TX090|TX098|TX152
34185|79330|TX090|TX098|TX105
34149|79229|TX090|TX098|TX152
34143|79220|TX090|TX098|TX152
34294|79565|TX179|TX098|TX105
34328|79734|TX105|TX100|NM014
34321|79718|TX105|TX100|NM014
34365|79786|TX105|TX100|NM014
34368|79821|NM026|TX100|NM014
34360|79780|TX105|TX100|NM014
34379|79843|TX105|TX100|TX125
36833|88250|NM014|TX100|NM026
36847|88310|NM026|TX100|NM014
36848|88311|NM026|TX100|NM014
36845|88268|NM014|TX100|TX105
36788|88058|NM026|TX100|NM014
36789|88061|NM026|TX100|AZ022
36790|88062|NM026|TX100|AZ022
36760|88026|NM026|TX100|AZ022
36761|88027|NM026|TX100|NM014
36783|88052|NM026|TX100|NM014
36784|88053|NM026|TX100|AZ022
36785|88054|NM026|TX100|NM014
36792|88065|NM026|TX100|AZ022
36793|88072|NM026|TX100|NM014
36778|88046|NM026|TX100|NM014
36779|88047|NM026|TX100|NM014
36780|88048|NM026|TX100|NM014
36781|88049|NM026|TX100|AZ022
36772|88040|NM026|TX100|AZ022
36773|88041|NM026|TX100|AZ022
36774|88042|NM026|TX100|NM024
36775|88043|NM026|TX100|AZ022
36776|88044|NM026|TX100|NM014
36763|88029|NM026|TX100|AZ022
36764|88030|NM026|TX100|AZ022
36765|88031|NM026|TX100|AZ022
36766|88032|NM026|TX100|NM014
36767|88033|NM026|TX100|NM014
36768|88034|NM026|TX100|AZ022
36769|88036|NM026|TX100|AZ022
36751|88011|NM026|TX100|NM014
36752|88012|NM026|TX100|NM014
36753|88013|NM026|TX100|NM014
36755|88021|NM026|TX100|NM014
36756|88022|NM026|TX100|AZ022
36757|88023|NM026|TX100|AZ022
36758|88024|NM026|TX100|NM014
36730|87901|NM026|TX100|NM024
36731|87930|NM026|TX100|NM024
36732|87931|NM026|TX100|NM024
36733|87933|NM026|TX100|NM014
36734|87935|NM026|TX100|NM024
36735|87936|NM026|TX100|NM014
36736|87937|NM026|TX100|NM014
36737|87939|NM026|TX100|NM024
36738|87940|NM026|TX100|NM014
36739|87941|NM026|TX100|NM014
36740|87942|NM026|TX100|NM024
36741|87943|NM026|TX100|NM024
36742|88001|NM026|TX100|NM014
36743|88002|NM026|TX100|NM014
36744|88003|NM026|TX100|NM014
36745|88004|NM026|TX100|NM014
36746|88005|NM026|TX100|NM014
36747|88006|NM026|TX100|NM014
36748|88007|NM026|TX100|NM014
36749|88008|NM026|TX100|NM014
36687|87654|NM026|TX100|NM014
36858|88330|NM026|TX100|NM014
36865|88342|NM026|TX100|NM014
36872|88349|NM026|TX100|NM014
36873|88350|NM026|TX100|NM014
36867|88344|NM014|TX100|NM026
58|00066|NM026|TX100|NM014
33331|77560|TX169|TX103|TX192
33351|77585|TX207|TX103|TX169
33363|77614|TX207|TX103|LA009
33364|77615|TX207|TX103|LA009
33365|77616|TX207|TX103|TX187
33361|77612|TX207|TX103|LA009
33369|77623|TX150|TX103|TX169
33371|77625|TX207|TX103|TX169
33372|77626|TX207|TX103|LA009
33377|77632|TX207|TX103|LA009
33386|77656|TX207|TX103|LA009
33387|77657|TX207|TX103|TX169
33388|77659|TX207|TX103|TX169
33389|77660|TX207|TX103|TX187
33392|77663|TX207|TX103|TX187
33393|77664|TX207|TX103|TX187
32461|75956|TX207|TX103|LA009
32445|75933|TX207|TX103|LA009
33317|77538|TX169|TX103|TX207
30027|70601|LA009|TX103|TX207
30028|70602|LA009|TX103|TX207
30029|70605|LA009|TX103|TX207
30030|70606|LA009|TX103|TX207
30031|70607|LA009|TX103|TX207
30032|70609|LA009|TX103|TX207
30033|70611|LA009|TX103|TX207
30034|70612|LA009|TX103|TX207
30035|70615|LA009|TX103|TX207
30036|70616|LA009|TX103|TX207
30037|70629|LA009|TX103|TX207
30066|70663|LA009|TX103|TX207
30067|70664|LA009|TX103|TX207
30068|70665|LA009|TX103|TX207
30069|70668|LA009|TX103|TX207
30070|70669|LA009|TX103|TX207
30039|70631|LA009|TX103|TX207
30040|70632|LA009|TX103|LA030
30049|70645|LA009|TX103|TX207
33204|77396|TX111|TX104|TX169
33194|77382|TX086|TX104|TX195
33143|77325|TX111|TX104|TX169
33189|77377|TX195|TX104|TX196
33190|77378|TX086|TX104|TX111
33179|77365|TX111|TX104|TX086
33196|77384|TX086|TX104|TX111
33177|77363|TX086|TX104|TX195
33168|77353|TX086|TX104|TX195
33169|77354|TX086|TX104|TX195
33171|77356|TX086|TX104|TX195
33172|77357|TX111|TX104|TX086
33173|77358|TX086|TX104|TX111
33174|77359|TX086|TX104|TX111
33161|77345|TX111|TX104|TX169
33162|77346|TX111|TX104|TX169
33163|77347|TX111|TX104|TX169
33146|77328|TX086|TX104|TX111
33147|77331|TX086|TX104|TX111
33149|77333|TX086|TX104|TX195
33150|77334|TX086|TX104|TX111
33154|77338|TX111|TX104|TX195
33155|77339|TX111|TX104|TX169
33156|77340|TX086|TX104|TX180
33112|77269|TX195|TX104|TX196
33133|77301|TX086|TX104|TX111
33134|77302|TX086|TX104|TX111
