 DlrZipToPmaId | ZipCd | DealerCd1 | DealerCd2 | DealerCd3 
21382|49744|MI063|MI043|MI033
21384|49746|MI063|MI043|MI033
21374|49734|MI063|MI043|MI033
21375|49735|MI063|MI043|MI033
21369|49727|MI063|MI043|MI033
21371|49729|MI063|MI043|MI033
21372|49730|MI063|MI043|MI033
21354|49711|MI063|MI043|MI033
21355|49712|MI063|MI043|MI033
21356|49713|MI063|MI043|MI033
21358|49716|MI063|MI043|MI033
21359|49717|MI063|MI043|MI033
21352|49709|MI063|MI043|MI033
21362|49720|MI063|MI043|MI033
21364|49722|MI063|MI043|MI033
21349|49705|MI063|MI043|MI033
21350|49706|MI063|MI043|MI033
21339|49682|MI063|MI043|WI043
21331|49670|MI063|MI043|WI043
21332|49673|MI063|MI043|MI033
21333|49674|MI063|MI043|WI043
21314|49648|MI063|MI043|MI033
21297|49629|MI063|MI043|MI033
21280|49611|MI063|MI043|MI033
21291|49622|MI063|MI043|MI033
21295|49627|MI063|MI043|MI033
21284|49615|MI063|MI043|MI033
21522|49950|WI031|MI043|WI043
21377|49737|MI063|MI043|MI033
21434|49817|MI063|MI043|WI043
21460|49854|MI063|MI043|WI043
21461|49855|WI043|MI043|MI063
21483|49885|WI043|MI043|MI063
21486|49891|MI063|MI043|WI043
21119|49261|MI058|MI048|MI059
21121|49263|MI058|MI048|OH086
20942|48892|MI059|MI048|MI039
20908|48855|MI039|MI048|MI058
20890|48836|MI059|MI048|MI039
20871|48816|MI039|MI048|MI059
21101|49240|MI058|MI048|MI059
20620|48324|MI007|MI048|MI060
20534|48189|MI058|MI048|MI061
20515|48167|MI061|MI048|MI007
20516|48168|MI061|MI048|MI007
20517|48169|MI058|MI048|MI061
20518|48170|MI061|MI048|MI027
20507|48158|MI058|MI048|MI061
20497|48143|MI058|MI048|MI061
20725|48480|MI039|MI048|MI007
20745|48557|MI039|MI048|MI033
20727|48502|MI039|MI048|MI033
20728|48503|MI039|MI048|MI033
20702|48451|MI039|MI048|MI007
20732|48507|MI039|MI048|MI033
20733|48509|MI039|MI048|MI033
20734|48519|MI039|MI048|MI060
20735|48529|MI039|MI048|MI060
20739|48551|MI039|MI048|MI033
20740|48552|MI039|MI048|MI033
20741|48553|MI039|MI048|MI033
20742|48554|MI039|MI048|MI060
20743|48555|MI039|MI048|MI033
20675|48418|MI039|MI048|MI059
20668|48411|MI039|MI048|MI060
20680|48423|MI039|MI048|MI060
20623|48327|MI007|MI048|MI060
20654|48375|MI061|MI048|MI007
20685|48430|MI039|MI048|MI007
20690|48436|MI039|MI048|MI059
20696|48442|MI039|MI048|MI007
20692|48438|MI039|MI048|MI060
20693|48439|MI039|MI048|MI007
20722|48473|MI039|MI048|MI033
20492|48137|MI058|MI048|MI059
20471|48113|MI058|MI048|MI061
20473|48115|MI058|MI048|MI061
20486|48130|MI058|MI048|MI061
20467|48109|MI058|MI048|MI061
20461|48103|MI058|MI048|MI061
20462|48104|MI058|MI048|MI061
20463|48105|MI058|MI048|MI061
20464|48106|MI058|MI048|MI061
20465|48107|MI058|MI048|MI061
20476|48118|MI058|MI048|MI061
20903|48850|MI031|MI053|MI062
21178|49339|MI031|MI053|MI062
21184|49345|MI031|MI053|MI062
21185|49346|MI031|MI053|MI062
21186|49347|MI031|MI053|MI062
21169|49329|MI031|MI053|MI062
21170|49330|MI031|MI053|MI062
21172|49332|MI031|MI053|MI033
21175|49336|MI031|MI053|MI062
21160|49319|MI031|MI053|MI062
21161|49320|MI031|MI053|MI033
21163|49322|MI031|MI053|MI062
21166|49326|MI031|MI053|MI062
21214|49424|MI062|MI053|MI031
21202|49411|MI063|MI053|WI021
21207|49417|MI062|MI053|MI031
21222|49434|MI062|MI053|MI031
21181|49342|MI031|MI053|MI033
21182|49343|MI031|MI053|MI062
21195|49403|MI031|MI053|MI062
21245|49460|MI062|MI053|MI031
21285|49616|MI063|MI053|WI043
21286|49617|MI063|MI053|WI021
21287|49618|MI063|MI053|MI031
21288|49619|MI063|MI053|WI021
21289|49620|MI063|MI053|MI033
21278|49601|MI063|MI053|MI033
21279|49610|MI063|MI053|MI033
21293|49625|MI063|MI053|WI021
21294|49626|MI063|MI053|WI021
21282|49613|MI063|MI053|WI043
21283|49614|MI063|MI053|WI021
21299|49631|MI063|MI053|MI031
21302|49634|MI063|MI053|WI021
21315|49649|MI063|MI053|MI033
21316|49650|MI063|MI053|WI043
21305|49637|MI063|MI053|WI043
21306|49638|MI063|MI053|MI031
21308|49640|MI063|MI053|WI021
21334|49675|MI063|MI053|WI021
21328|49666|MI063|MI053|MI033
21320|49655|MI063|MI053|MI031
21321|49656|MI063|MI053|MI031
21324|49660|MI063|MI053|WI021
21325|49663|MI063|MI053|MI033
21310|49643|MI063|MI053|WI043
21311|49644|MI063|MI053|MI031
21312|49645|MI063|MI053|WI021
21340|49683|MI063|MI053|WI043
21341|49684|MI063|MI053|WI043
21342|49685|MI063|MI053|WI043
21343|49686|MI063|MI053|MI033
21344|49688|MI063|MI053|MI031
21345|49689|MI063|MI053|MI031
21347|49696|MI063|MI053|MI033
21336|49677|MI063|MI053|MI031
21330|49668|MI063|MI053|MI031
20710|48461|MI039|MI056|MI033
20688|48434|MI033|MI056|MI039
20651|48370|MI060|MI056|MI007
20652|48371|MI060|MI056|MI007
20669|48412|MI039|MI056|MI060
20665|48397|MI060|MI056|MI007
20554|48213|MI060|MI056|MI007
20646|48361|MI060|MI056|MI007
20647|48362|MI060|MI056|MI007
20648|48363|MI060|MI056|MI007
20603|48306|MI060|MI056|MI007
20604|48307|MI060|MI056|MI007
20605|48308|MI060|MI056|MI007
20606|48309|MI060|MI056|MI007
20607|48310|MI060|MI056|MI007
20608|48311|MI060|MI056|MI007
20609|48312|MI060|MI056|MI007
20450|48090|MI060|MI056|MI007
20452|48092|MI060|MI056|MI007
20453|48093|MI060|MI056|MI007
20446|48085|MI060|MI056|MI007
20391|48015|MI060|MI056|MI007
21075|49120|IN021|MI057|IN054
21076|49125|IN051|MI057|IN021
21079|49128|IN051|MI057|IN021
21080|49129|IN051|MI057|IN021
21071|49115|IN051|MI057|IN021
21072|49116|IN051|MI057|IN021
21073|49117|IN051|MI057|IN021
21044|49081|MI023|MI057|IN054
21034|49071|MI023|MI057|IN021
21040|49077|MI023|MI057|MI062
21042|49079|MI023|MI057|IN021
20978|49009|MI023|MI057|MI062
20995|49027|MI023|MI057|MI062
20993|49024|MI023|MI057|IN054
21021|49056|MI023|MI057|MI062
21029|49065|MI023|MI057|IN021
21206|49416|MI062|MI057|MI023
21122|49264|MI059|MI058|MI048
21124|49266|OH086|MI058|OH066
21127|49269|MI059|MI058|MI048
21129|49271|OH086|MI058|OH066
21130|49272|MI059|MI058|MI048
21143|49289|OH086|MI058|OH066
21133|49277|MI059|MI058|MI048
21137|49283|MI059|MI058|MI048
21138|49284|MI059|MI058|MI023
21139|49285|MI059|MI058|MI048
21089|49227|MI023|MI058|MI059
21087|49221|OH086|MI058|OH066
21096|49235|OH086|MI058|OH066
21098|49237|MI059|MI058|MI023
21106|49247|OH086|MI058|OH066
21110|49251|MI059|MI058|MI048
20907|48854|MI059|MI058|MI048
20895|48842|MI059|MI058|MI039
20896|48843|MI048|MI058|MI039
20897|48844|MI048|MI058|MI039
20876|48821|MI059|MI058|MI031
20874|48819|MI059|MI058|MI048
20882|48827|MI059|MI058|MI048
20524|48178|MI048|MI058|MI061
20494|48139|MI048|MI058|MI061
20487|48131|OH086|MI058|OH066
20474|48116|MI048|MI058|MI061
20472|48114|MI048|MI058|MI061
20671|48414|MI039|MI059|MI048
20684|48429|MI039|MI059|MI048
20700|48449|MI039|MI059|MI033
20724|48476|MI039|MI059|MI048
20883|48829|MI031|MI059|MI033
20884|48830|MI033|MI059|MI031
20872|48817|MI039|MI059|MI033
20873|48818|MI031|MI059|MI033
20870|48815|MI031|MI059|MI062
20860|48801|MI033|MI059|MI039
20861|48804|MI033|MI059|MI031
20866|48809|MI031|MI059|MI062
20886|48832|MI033|MI059|MI031
20888|48834|MI031|MI059|MI062
20905|48852|MI031|MI059|MI033
20902|48849|MI031|MI059|MI023
20899|48846|MI031|MI059|MI062
20900|48847|MI033|MI059|MI039
20915|48862|MI033|MI059|MI039
20910|48857|MI039|MI059|MI048
20911|48858|MI033|MI059|MI031
20912|48859|MI033|MI059|MI031
20927|48877|MI033|MI059|MI031
20947|48897|MI031|MI059|MI023
20933|48883|MI033|MI059|MI039
20934|48884|MI031|MI059|MI033
20935|48885|MI031|MI059|MI062
20936|48886|MI031|MI059|MI053
20937|48887|MI031|MI059|MI062
20938|48888|MI031|MI059|MI033
20930|48880|MI033|MI059|MI039
20931|48881|MI031|MI059|MI062
20919|48867|MI039|MI059|MI033
20920|48870|MI031|MI059|MI033
20917|48865|MI031|MI059|MI062
21111|49252|MI023|MI059|MI058
21102|49241|MI058|MI059|OH086
21105|49246|MI058|MI059|OH086
21095|49234|MI058|MI059|OH086
21082|49201|MI058|MI059|MI048
21083|49202|MI058|MI059|MI048
21084|49203|MI058|MI059|MI048
21085|49204|MI058|MI059|MI048
21054|49092|MI023|MI059|IN054
21032|49068|MI023|MI059|MI031
21001|49033|MI023|MI059|MI031
20997|49029|MI023|MI059|IN054
20990|49021|MI023|MI059|MI031
20987|49018|MI023|MI059|MI031
20983|49014|MI023|MI059|MI031
20984|49015|MI023|MI059|MI031
20985|49016|MI023|MI059|MI031
21116|49257|MI058|MI059|OH086
21117|49258|MI058|MI059|MI023
21118|49259|MI058|MI059|MI048
21109|49250|MI058|MI059|OH086
21113|49254|MI058|MI059|MI048
20701|48450|MI056|MI060|MI007
20704|48454|MI056|MI060|MI039
20705|48455|MI039|MI060|MI056
20711|48462|MI039|MI060|MI048
20718|48469|MI056|MI060|MI039
20694|48440|MI039|MI060|MI048
20697|48444|MI056|MI060|MI039
20699|48446|MI039|MI060|MI056
20679|48422|MI056|MI060|MI039
20683|48428|MI056|MI060|MI007
20666|48401|MI056|MI060|MI039
20624|48328|MI007|MI060|MI048
20630|48334|MI007|MI060|MI061
20555|48214|MI027|MI060|MI007
20556|48215|MI027|MI060|MI056
20548|48207|MI027|MI060|MI007
20546|48205|MI056|MI060|MI007
20543|48202|MI027|MI060|MI007
20565|48224|MI056|MI060|MI007
20566|48225|MI056|MI060|MI007
20562|48221|MI007|MI060|MI027
20610|48313|MI056|MI060|MI007
20611|48314|MI056|MI060|MI007
20612|48315|MI056|MI060|MI007
20613|48316|MI056|MI060|MI007
20614|48317|MI056|MI060|MI007
20615|48318|MI056|MI060|MI007
20616|48320|MI007|MI060|MI048
20576|48235|MI007|MI060|MI027
20577|48236|MI056|MI060|MI007
20578|48237|MI007|MI060|MI061
20597|48279|MI027|MI060|MI007
20649|48366|MI056|MI060|MI007
20650|48367|MI056|MI060|MI007
20621|48325|MI007|MI060|MI061
20618|48322|MI007|MI060|MI048
20619|48323|MI007|MI060|MI048
20599|48301|MI007|MI060|MI061
20600|48302|MI007|MI060|MI061
20552|48211|MI027|MI060|MI007
20571|48230|MI056|MI060|MI027
20589|48266|MI027|MI060|MI007
20447|48086|MI007|MI060|MI061
20448|48088|MI056|MI060|MI007
20449|48089|MI056|MI060|MI007
20454|48094|MI056|MI060|MI007
20455|48095|MI056|MI060|MI007
20456|48096|MI056|MI060|MI007
20457|48097|MI056|MI060|MI039
20437|48074|MI056|MI060|MI007
20438|48075|MI007|MI060|MI061
20439|48076|MI007|MI060|MI061
20440|48079|MI056|MI060|MI007
20441|48080|MI056|MI060|MI007
20442|48081|MI056|MI060|MI007
20443|48082|MI056|MI060|MI007
20401|48032|MI056|MI060|MI007
20402|48033|MI007|MI060|MI061
20403|48034|MI007|MI060|MI061
20404|48035|MI056|MI060|MI007
20405|48036|MI056|MI060|MI007
20406|48037|MI007|MI060|MI061
20407|48038|MI056|MI060|MI007
20408|48039|MI056|MI060|MI007
20409|48040|MI056|MI060|MI007
20410|48041|MI056|MI060|MI007
20411|48042|MI056|MI060|MI007
20412|48043|MI056|MI060|MI007
20413|48044|MI056|MI060|MI007
20414|48045|MI056|MI060|MI007
20415|48046|MI056|MI060|MI007
20416|48047|MI056|MI060|MI007
20417|48048|MI056|MI060|MI007
20418|48049|MI056|MI060|MI007
20419|48050|MI056|MI060|MI007
20420|48051|MI056|MI060|MI007
20421|48054|MI056|MI060|MI007
20422|48059|MI056|MI060|MI007
20423|48060|MI056|MI060|MI007
20424|48061|MI056|MI060|MI007
20425|48062|MI056|MI060|MI007
20426|48063|MI056|MI060|MI007
20427|48064|MI056|MI060|MI007
20428|48065|MI056|MI060|MI007
20429|48066|MI056|MI060|MI007
20390|48014|MI056|MI060|MI007
20393|48021|MI056|MI060|MI007
20394|48022|MI056|MI060|MI007
20395|48023|MI056|MI060|MI007
20396|48025|MI007|MI060|MI061
20397|48026|MI056|MI060|MI007
20398|48027|MI056|MI060|MI007
20399|48028|MI056|MI060|MI007
20381|48001|MI056|MI060|MI007
20382|48002|MI056|MI060|MI007
20383|48003|MI056|MI060|MI007
20384|48004|MI056|MI060|MI007
20385|48005|MI056|MI060|MI007
20386|48006|MI056|MI060|MI007
20469|48111|MI027|MI061|MI058
20470|48112|MI027|MI061|MI058
20475|48117|MI027|MI061|MI058
20489|48134|MI027|MI061|MI007
20493|48138|MI027|MI061|MI007
20477|48120|MI027|MI061|MI007
20478|48121|MI027|MI061|MI007
20479|48122|MI027|MI061|MI007
20480|48123|MI027|MI061|MI007
20481|48124|MI027|MI061|MI007
20482|48125|MI027|MI061|MI007
20483|48126|MI027|MI061|MI007
20484|48127|MI027|MI061|MI007
20485|48128|MI027|MI061|MI007
20466|48108|MI058|MI061|MI048
20460|48101|MI027|MI061|MI007
20627|48331|MI007|MI061|MI048
20628|48332|MI007|MI061|MI060
20629|48333|MI007|MI061|MI060
20581|48240|MI007|MI061|MI027
20582|48242|MI027|MI061|MI007
20563|48222|MI027|MI061|MI007
20564|48223|MI007|MI061|MI027
20558|48217|MI027|MI061|MI007
20559|48218|MI027|MI061|MI007
20560|48219|MI007|MI061|MI027
20550|48209|MI027|MI061|MI007
20551|48210|MI027|MI061|MI007
20569|48228|MI027|MI061|MI007
20570|48229|MI027|MI061|MI007
20509|48160|MI058|MI061|MI027
20528|48183|MI027|MI061|MI007
20537|48192|MI027|MI061|MI007
20538|48193|MI027|MI061|MI007
20539|48195|MI027|MI061|MI007
20540|48197|MI058|MI061|MI027
20541|48198|MI058|MI061|MI027
20525|48179|MI027|MI061|MI007
20526|48180|MI027|MI061|MI007
20535|48190|MI058|MI061|MI027
20519|48173|MI027|MI061|MI007
20520|48174|MI027|MI061|MI007
20521|48175|MI048|MI061|MI058
20522|48176|MI058|MI061|MI048
20496|48141|MI027|MI061|MI007
20500|48146|MI027|MI061|MI007
20512|48164|MI027|MI061|MI058
20513|48165|MI048|MI061|MI007
20514|48166|MI027|MI061|OH086
20631|48335|MI007|MI061|MI048
20632|48336|MI007|MI061|MI060
20653|48374|MI048|MI061|MI007
20655|48376|MI048|MI061|MI007
20664|48393|MI048|MI061|MI007
20994|49026|MI023|MI062|MI057
20979|49010|MI023|MI062|MI031
20975|49006|MI023|MI062|MI031
20976|49007|MI023|MI062|MI031
20977|49008|MI023|MI062|MI057
21026|49062|MI023|MI062|MI057
21027|49063|MI023|MI062|MI057
21020|49055|MI023|MI062|MI057
21041|49078|MI023|MI062|MI031
21037|49074|MI023|MI062|MI031
21052|49090|MI057|MI062|MI023
20892|48838|MI031|MI062|MI059
21144|49301|MI031|MI062|MI053
21145|49302|MI031|MI062|MI023
21149|49306|MI031|MI062|MI053
21162|49321|MI031|MI062|MI053
21153|49311|MI031|MI062|MI023
21156|49315|MI031|MI062|MI023
21157|49316|MI031|MI062|MI023
21158|49317|MI031|MI062|MI053
21174|49335|MI031|MI062|MI023
21171|49331|MI031|MI062|MI059
21187|49348|MI031|MI062|MI023
21180|49341|MI031|MI062|MI053
21208|49418|MI031|MI062|MI053
21215|49425|MI053|MI062|MI031
21223|49435|MI031|MI062|MI053
21224|49436|MI053|MI062|WI021
21225|49437|MI053|MI062|MI031
21226|49440|MI053|MI062|MI031
21227|49441|MI053|MI062|MI031
21228|49442|MI053|MI062|MI031
21229|49443|MI053|MI062|MI031
21230|49444|MI053|MI062|MI031
21231|49445|MI053|MI062|MI031
21232|49446|MI053|MI062|MI031
21233|49448|MI053|MI062|MI031
21234|49449|MI053|MI062|MI031
21196|49404|MI053|MI062|MI031
21205|49415|MI053|MI062|MI031
21200|49409|MI053|MI062|MI031
21189|49351|MI031|MI062|MI053
21190|49355|MI031|MI062|MI053
21191|49356|MI031|MI062|MI053
21192|49357|MI031|MI062|MI053
21246|49461|MI053|MI062|MI031
21247|49463|MI053|MI062|MI031
21240|49455|MI053|MI062|MI031
21241|49456|MI053|MI062|MI031
21242|49457|MI053|MI062|MI031
21218|49428|MI031|MI062|MI053
21219|49429|MI031|MI062|MI053
21220|49430|MI031|MI062|MI053
21210|49420|MI053|MI062|MI031
21237|49452|MI053|MI062|MI031
21249|49468|MI031|MI062|MI053
21250|49501|MI031|MI062|MI053
21251|49502|MI031|MI062|MI053
21252|49503|MI031|MI062|MI053
21253|49504|MI031|MI062|MI053
21254|49505|MI031|MI062|MI053
21255|49506|MI031|MI062|MI053
21256|49507|MI031|MI062|MI053
21257|49508|MI031|MI062|MI053
21258|49509|MI031|MI062|MI053
21259|49510|MI031|MI062|MI053
21260|49512|MI031|MI062|MI023
21261|49514|MI031|MI062|MI053
21262|49515|MI031|MI062|MI053
21263|49516|MI031|MI062|MI053
21264|49518|MI031|MI062|MI053
21265|49519|MI031|MI062|MI053
21266|49523|MI031|MI062|MI053
21267|49525|MI031|MI062|MI053
21268|49528|MI031|MI062|MI053
21269|49530|MI031|MI062|MI023
21270|49534|MI031|MI062|MI053
21271|49544|MI031|MI062|MI053
21272|49546|MI031|MI062|MI053
21273|49548|MI031|MI062|MI053
21274|49555|MI031|MI062|MI053
21275|49560|MI031|MI062|MI053
21276|49588|MI031|MI062|MI023
21277|49599|MI031|MI062|MI053
21221|49431|MI053|MI063|WI021
21243|49458|MI053|MI063|MI031
21194|49402|MI053|MI063|MI031
21201|49410|MI053|MI063|MI031
21197|49405|MI053|MI063|MI031
21147|49304|MI053|MI063|MI031
21348|49701|MI043|MI063|MI033
21351|49707|MI043|MI063|MI033
21309|49642|MI053|MI063|MI031
21307|49639|MI053|MI063|MI031
21292|49623|MI053|MI063|MI031
21239|49454|MI053|MI063|WI021
21365|49723|MI043|MI063|MI033
21366|49724|MI043|MI063|MI033
21367|49725|MI043|MI063|MI033
21368|49726|MI043|MI063|MI033
21363|49721|MI043|MI063|MI033
21353|49710|MI043|MI063|MI033
21360|49718|MI043|MI063|MI033
21361|49719|MI043|MI063|MI033
21357|49715|MI043|MI063|MI033
21370|49728|MI043|MI063|WI043
21376|49736|MI043|MI063|MI033
21385|49747|MI033|MI063|MI043
21386|49748|MI043|MI063|WI043
21383|49745|MI043|MI063|MI033
21381|49743|MI043|MI063|MI033
21404|49774|MI043|MI063|MI033
21405|49775|MI043|MI063|MI033
21406|49776|MI043|MI063|MI033
21407|49777|MI043|MI063|MI033
21408|49779|MI043|MI063|MI033
21409|49780|MI043|MI063|MI033
21410|49781|MI043|MI063|MI033
21391|49755|MI043|MI063|MI033
21389|49752|MI043|MI063|MI033
21393|49757|MI043|MI063|MI033
21394|49759|MI043|MI063|MI033
21395|49760|MI043|MI063|MI033
21396|49761|MI043|MI063|MI033
21397|49762|MI043|MI063|WI043
21412|49783|MI043|MI063|MI033
21413|49784|MI043|MI063|MI033
21414|49785|MI043|MI063|MI033
21415|49786|MI043|MI063|MI033
21416|49788|MI043|MI063|MI033
21417|49791|MI043|MI063|MI033
21399|49765|MI043|MI063|MI033
21400|49766|MI033|MI063|MI043
21401|49768|MI043|MI063|WI043
21402|49769|MI043|MI063|MI033
21419|49793|MI043|MI063|WI043
21489|49894|WI043|MI063|WI032
21490|49895|MI043|MI063|WI043
21491|49896|WI043|MI063|WI032
21481|49883|MI043|MI063|WI043
21482|49884|MI043|MI063|WI043
21479|49880|WI043|MI063|WI032
21464|49862|MI043|MI063|WI043
21469|49868|MI043|MI063|WI043
21472|49872|WI043|MI063|MI043
21433|49816|MI043|MI063|WI043
21459|49853|MI043|MI063|WI043
21445|49833|WI043|MI063|WI032
21448|49836|MI043|MI063|WI043
21450|49838|MI043|MI063|WI043
21451|49839|MI043|MI063|WI043
21452|49840|MI043|MI063|WI043
21453|49841|WI043|MI063|WI031
21454|49845|WI043|MI063|WI032
21435|49818|WI043|MI063|WI032
21436|49819|WI043|MI063|WI032
21437|49820|MI043|MI063|WI043
21439|49822|MI043|MI063|WI043
21440|49825|MI043|MI063|WI043
21441|49826|MI043|MI063|WI043
21442|49827|MI043|MI063|WI043
21443|49829|WI043|MI063|WI032
21427|49806|MI043|MI063|WI043
21428|49807|WI043|MI063|WI032
20834|48742|MI033|MI063|MI039
20835|48743|MI033|MI063|MI039
20837|48745|MI033|MI063|MI039
20850|48761|MI033|MI063|MI039
20851|48762|MI033|MI063|MI043
20814|48721|MI033|MI063|MI043
20799|48661|MI033|MI063|MI039
20829|48737|MI033|MI063|MI039
20831|48739|MI033|MI063|MI039
20832|48740|MI033|MI063|MI039
20767|48622|MI033|MI063|MI031
20769|48624|MI033|MI063|MI039
20770|48625|MI033|MI063|MI031
20777|48632|MI033|MI063|MI031
20778|48633|MI033|MI063|MI031
20808|48705|MI033|MI063|MI039
20780|48635|MI033|MI063|MI039
20793|48654|MI033|MI063|MI039
23062|54202|WI043|MI063|WI032
23068|54210|WI043|MI063|WI032
23069|54211|WI043|MI063|WI032
23084|54234|WI043|MI063|WI032
23214|54547|WI031|MN014|WI040
23189|54514|WI031|MN014|WI010
23361|54828|WI010|MN014|MN017
23365|54835|WI010|MN014|WI031
23375|54845|MN017|MN014|MN029
23389|54862|WI010|MN014|WI031
23392|54867|WI010|MN014|WI031
23408|54896|WI010|MN014|WI031
23501|55037|MN029|MN014|MN017
24348|56631|MN024|MN014|MN028
24354|56641|MN024|MN014|MN028
24351|56636|MN024|MN014|MN028
24352|56637|MN024|MN014|MN028
24366|56658|MN024|MN014|ND006
24367|56659|MN024|MN014|MN028
24368|56660|MN024|MN014|ND006
24369|56661|MN024|MN014|ND006
24370|56662|MN024|MN014|MN028
24371|56663|MN024|MN014|ND006
24364|56655|MN024|MN014|MN028
24378|56672|MN024|MN014|MN028
24390|56688|MN024|MN014|MN028
24383|56680|MN024|MN014|MN028
24384|56681|MN024|MN014|ND006
24252|56469|MN024|MN014|MN028
24343|56626|MN024|MN014|MN028
24181|56350|MN024|MN014|MN028
23780|55721|MN024|MN014|MN028
23786|55730|MN024|MN014|MN028
23808|55760|MN024|MN014|MN028
23826|55785|MN024|MN014|MN028
23799|55748|MN024|MN014|MN028
23796|55744|MN024|MN014|MN028
23797|55745|MN024|MN014|MN028
21426|49805|WI031|MN014|WI043
21492|49901|WI031|MN014|WI043
21495|49905|WI031|MN014|WI043
21497|49910|WI031|MN014|WI040
21500|49913|WI031|MN014|WI043
21502|49916|WI031|MN014|WI043
21503|49917|WI031|MN014|WI043
21520|49947|WI031|MN014|WI040
21521|49948|WI031|MN014|WI040
21517|49942|WI031|MN014|WI043
21518|49945|WI031|MN014|WI043
21507|49921|WI031|MN014|WI043
21508|49922|WI031|MN014|WI043
21511|49929|WI031|MN014|WI040
21512|49930|WI031|MN014|WI043
21513|49931|WI031|MN014|WI043
21514|49934|WI031|MN014|WI043
21533|49965|WI031|MN014|WI040
21535|49968|WI031|MN014|WI040
21525|49955|WI031|MN014|WI043
21528|49960|WI031|MN014|WI040
21531|49963|WI031|MN014|WI043
21856|50514|MN026|MN016|MN021
23851|55901|MN030|MN016|MN027
23863|55920|MN030|MN016|MN027
23870|55927|MN030|MN016|MN026
23883|55944|MN030|MN016|MN027
23710|55437|MN021|MN016|MN025
23711|55438|MN021|MN016|MN025
23591|55307|MN026|MN016|MN021
23599|55315|MN021|MN016|MN025
23606|55322|MN021|MN016|MN025
23617|55334|MN026|MN016|MN021
23622|55339|MN021|MN016|MN025
23671|55396|MN026|MN016|MN021
23704|55431|MN021|MN016|MN025
23693|55420|MN021|MN016|MN027
24059|56181|MN026|MN016|MN021
24056|56176|MN026|MN016|MN021
24051|56171|MN026|MN016|MN021
24043|56162|MN026|MN016|MN021
24041|56160|MN026|MN016|MN021
24008|56120|MN026|MN016|MN021
24009|56121|MN026|MN016|SD001
23992|56090|MN026|MN016|MN021
23993|56091|MN026|MN016|MN030
23994|56093|MN026|MN016|MN021
23995|56096|MN026|MN016|MN021
23958|56044|MN026|MN016|MN021
23997|56098|MN026|MN016|MN030
